ID,score_tag,agreement,subjectivity,confidence,irony,Happy,Fear,Sad,Bored,Angry,Excited,Class
1350,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0559655214,0.165732441,0.2048939451,0.1934134842,0.2737096495,0.1062849589,1
1351,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0552168643,0.1396824309,0.1398948584,0.3516296073,0.2252066976,0.0883695415,0
1352,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0603500437,0.2245546237,0.2817302257,0.0287640588,0.3132809751,0.091320073,1
1353,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.037450535,0.1881895719,0.1843061979,0.0908719342,0.4242507627,0.0749309982,1
1354,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1689505914,0.1608692136,0.2543357306,0.0,0.2542059405,0.1616385239,1
1355,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1308538016,0.2157743491,0.1746233698,0.1493973355,0.1543483397,0.1750028044,0
1356,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0837114391,0.246849214,0.1574739373,0.1299093141,0.2603408416,0.1217152539,1
1357,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1150332963,0.1064270618,0.1479653753,0.1485012909,0.3868320133,0.0952409625,0
1358,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1261516758,0.1778194304,0.1537369896,0.1931319567,0.2221245939,0.1270353536,1
1359,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.2493502659,0.0732421314,0.1038981471,0.0217132629,0.2025306442,0.3492655485,0
1360,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0974158194,0.2794340882,0.1641832271,0.0947029446,0.0928468819,0.2714170389,0
1361,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0992524038,0.2102335975,0.1441195964,0.0993531332,0.2034217123,0.2436195567,0
1362,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1140726389,0.1476252745,0.1555331168,0.1262777878,0.3204272477,0.1360639342,1
1363,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2267133579,0.0558093026,0.0290015759,0.024069252,0.2348164553,0.4295900562,0
1364,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2655781503,0.1813234323,0.1280375061,0.0478870565,0.1048240929,0.2723497619,0
1365,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1980201719,0.2630449824,0.1364476972,0.0787424775,0.1080553322,0.2156893387,0
1366,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0129925425,0.0701628475,0.1909653374,0.0248425728,0.6878281033,0.0132085964,1
1367,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0574196692,0.1088127681,0.1232766819,0.1355288988,0.5319454466,0.0430165353,1
1368,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1792364159,0.2523526004,0.15318605,0.0411360294,0.1268847506,0.2472041536,0
1369,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0434319979,0.0604771236,0.1001215199,0.1182570593,0.6310818938,0.0466304054,0
1370,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0615987112,0.1254782305,0.2251070416,0.2704811395,0.2635574125,0.0537774646,1
1371,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0430600632,0.1069681677,0.2409651322,0.1871667371,0.3722131412,0.0496267587,0
1372,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0663561447,0.0690782902,0.0904070897,0.0585727186,0.6821962826,0.0333894742,1
1373,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.08953349,0.1487725415,0.1287202479,0.0618012989,0.4136177786,0.157554643,0
1374,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0671863538,0.3317672544,0.2548094312,0.0666390257,0.1543582724,0.1252396624,0
1375,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0854429961,0.2359291997,0.1802962094,0.1004962445,0.2407178991,0.1571174511,1
1376,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1310679511,0.3714162595,0.1670968321,0.0850236009,0.0708711748,0.1745241817,1
1377,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1489246002,0.2360614636,0.1770544904,0.0471607332,0.2927485581,0.0980501545,1
1378,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1188149583,0.1843933234,0.1978598197,0.1674786886,0.179841737,0.151611473,0
1379,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0893098014,0.2818589335,0.1143983927,0.0666775583,0.3433958542,0.1043594599,0
1380,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0711713601,0.2612931832,0.1790322428,0.0195663679,0.2113993754,0.2575374706,1
1381,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1643183383,0.1482142672,0.1001694676,0.1081117176,0.231909823,0.2472763863,1
1382,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0500908151,0.1791407205,0.2238350482,0.1363882415,0.3015506485,0.1089945262,0
1383,N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1627662306,0.2231370749,0.1064208115,0.0696853647,0.2537751405,0.1842153778,0
1384,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0816100709,0.2200312977,0.3639014407,0.0518781571,0.1979606867,0.0846183469,0
1385,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0785684287,0.132215657,0.101342556,0.0384494028,0.5739056765,0.0755182789,0
1386,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0288189173,0.3181006435,0.277013165,0.0885792434,0.2007766056,0.0867114252,0
1387,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0846734257,0.1731518215,0.4927925293,0.0567637488,0.1271649177,0.065453557,0
1388,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.393873481,0.1037578509,0.0815913915,0.0307240176,0.1737833401,0.2162699188,0
1389,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0742349557,0.1536942219,0.1529415408,0.1968795685,0.2459824627,0.1762672504,0
1390,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1004851763,0.201577705,0.1973365342,0.0455752067,0.3177101112,0.1373152665,1
1391,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1098590866,0.3011043233,0.1192431192,0.1333986288,0.1366323459,0.1997624963,0
1392,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.2863495232,0.1697481523,0.1041593519,0.0511234057,0.1467847397,0.2418348272,1
1393,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1151677949,0.1687373383,0.154751052,0.1832753752,0.2550182054,0.1230502342,0
1394,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0612076181,0.1590002838,0.1499252814,0.0734723496,0.393628243,0.1627662241,0
1395,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0503203135,0.0970148979,0.2347278875,0.2120752544,0.3705004645,0.0353611823,1
1396,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1723545588,0.2431893924,0.1427305313,0.0740009799,0.1569110537,0.2108134839,0
1397,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1090653738,0.2311756154,0.2589742603,0.0396591538,0.2107581279,0.1503674688,1
1398,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.0762820843,0.2040400362,0.3210897902,0.0474993125,0.2490386193,0.1020501576,0
1399,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.1137744763,0.1784638913,0.0832601889,0.0794414059,0.4315405061,0.1135195315,1
1400,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0251511166,0.1422605173,0.1358839857,0.0625132062,0.5909557706,0.0432354036,0
1401,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1179453942,0.2931787918,0.265834605,0.0437687159,0.1507468459,0.1285256472,0
1402,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0277675201,0.0987907154,0.1782094801,0.1184632087,0.5364420247,0.0403270511,1
1403,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.2828378465,0.13788328,0.1840323587,0.0455134247,0.1595909478,0.1901421422,1
1404,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2234505646,0.0991164095,0.1373258318,0.0813560361,0.2787747913,0.1799763666,1
1405,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.115935897,0.1826798143,0.1428676387,0.0804762477,0.2683726637,0.2096677387,0
1406,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1129438896,0.2982749368,0.2022889795,0.0654262581,0.1631000897,0.1579658463,0
1407,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1641120605,0.3572976611,0.215597505,0.0221512952,0.050440665,0.1904008133,0
1408,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0998380299,0.1898708812,0.1516122236,0.1593121268,0.2206935757,0.1786731629,0
1409,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0938974888,0.2371829585,0.1659505169,0.0706694726,0.2934656298,0.1388339333,0
1410,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0238001724,0.3112763011,0.1989408991,0.2097930137,0.1566478833,0.0995417304,1
1411,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1926557259,0.0835431564,0.1686206622,0.0205703506,0.4196208041,0.1149893009,0
1412,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0654610259,0.1805030182,0.2271840579,0.1591403814,0.273489722,0.0942217947,0
1413,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.05721383,0.1984692522,0.2108333301,0.0939772215,0.3471444608,0.0923619053,1
1414,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1406481016,0.1280314151,0.1231086374,0.0844008538,0.3104905946,0.2133203974,1
1415,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0462555968,0.0933589717,0.0815663346,0.4835613505,0.2282921512,0.0669655953,0
1416,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0297695851,0.1854644029,0.2046395006,0.2446895771,0.2162714503,0.119165484,1
1417,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1191165463,0.1687952978,0.0933302508,0.0889782107,0.271716583,0.2580631114,0
1418,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.0381681339,0.1287326766,0.6176469756,0.0653536423,0.1340123639,0.0160862077,1
1419,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0424848956,0.2321026049,0.1828654062,0.1851016569,0.2472597507,0.1101856858,0
1420,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1280019528,0.1379245064,0.264551639,0.1377281349,0.2180864583,0.1137073087,0
1421,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0478260399,0.1819317665,0.2485789798,0.0696372403,0.394678198,0.0573477755,1
1422,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.0179580098,0.1463362778,0.300589705,0.1005982621,0.4048985518,0.0296191936,0
1423,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1698207147,0.2802013225,0.1294317703,0.0623586921,0.1347213175,0.2234661827,1
1424,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0373040819,0.2037925157,0.3267095901,0.0922720915,0.2835105071,0.0564112137,1
1425,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0966869378,0.201707738,0.2825365344,0.0234295221,0.2331487304,0.1624905373,0
1426,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0916870788,0.1294127022,0.1493638407,0.1233045768,0.3872564573,0.1189753442,1
1427,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.177930603,0.199617839,0.343641807,0.0668880186,0.0560671754,0.155854557,0
1428,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1398165611,0.1945914575,0.1489778009,0.0351963705,0.3623118898,0.1191059203,1
1429,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.3230450591,0.163164675,0.0835600086,0.0957081223,0.1372938196,0.1972283155,0
1430,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.253653093,0.1484171483,0.0379394841,0.0225123854,0.1032402009,0.4342376883,0
1431,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.071998286,0.2773395836,0.122314104,0.0547223583,0.3236512779,0.1499743903,0
1432,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0248783521,0.0747744679,0.1152091583,0.0869574131,0.6613900489,0.0367905597,0
1433,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0374856537,0.1151964284,0.1745863162,0.1239413622,0.4882261483,0.0605640912,0
1434,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0217090231,0.2062614712,0.1617788305,0.3958228728,0.0894330036,0.1249947988,0
1435,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0425398397,0.1897080287,0.3246085807,0.0732154316,0.288911601,0.0810165182,1
1436,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0487718902,0.1729598666,0.1564205704,0.0879641167,0.4231666605,0.1107168956,1
1437,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1379915447,0.3349300741,0.2132130345,0.0340649501,0.1103776305,0.169422766,0
1438,NEU,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0538720299,0.2545190257,0.2012115937,0.1305524119,0.2524143572,0.1074305817,0
1439,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1170778109,0.1439099669,0.1350814289,0.071585147,0.3203114467,0.2120341996,1
1440,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1150551906,0.2017366257,0.2225957868,0.0929378431,0.2148169881,0.1528575656,0
1441,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0480191224,0.2633423411,0.2338397325,0.0583130529,0.3147323264,0.0817534248,1
1442,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2597068019,0.0792483175,0.0679334428,0.0577331033,0.3091216649,0.2262566696,0
1443,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0904530634,0.1540851222,0.236962517,0.1097868487,0.3040407913,0.1046716574,0
1444,P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0672991879,0.2384718114,0.1253065281,0.0392050674,0.4356103782,0.094107027,0
1445,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0977950765,0.0844464504,0.1125668066,0.1718111447,0.4752749305,0.0581055913,0
1446,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1225543485,0.2009011127,0.1135830938,0.1204017251,0.168901291,0.2736584289,0
1447,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2482277203,0.070362845,0.1598683302,0.111913847,0.2335397212,0.1760875364,0
1448,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0610462615,0.0867576661,0.0848145505,0.0662645993,0.6090595738,0.0920573488,1
1449,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1064552542,0.3424837138,0.1306465764,0.0626103808,0.1164490282,0.2413550466,0
1450,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1454774566,0.1199027705,0.2672634985,0.0405090234,0.1427805412,0.2840667098,1
1451,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0364693153,0.0981611259,0.1351033497,0.1346364449,0.5606505136,0.0349792506,1
1452,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2476387786,0.200534114,0.1272371105,0.0683701533,0.1821832134,0.1740366301,1
1453,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0370687283,0.1252706231,0.2583209154,0.1663753781,0.3573386209,0.0556257342,0
1454,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.161462629,0.191119088,0.453156322,0.0135588797,0.1086322595,0.0720708217,0
1455,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1472090381,0.0661429855,0.0859246273,0.3173054429,0.3464399098,0.0369779963,0
1456,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1412301973,0.1984639176,0.1332138046,0.062307256,0.3031075817,0.1616772429,0
1457,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0756318081,0.2905965215,0.1987212033,0.0671246473,0.2709809221,0.0969448977,1
1458,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1056345365,0.0863718289,0.128918009,0.1572822683,0.4631897224,0.0586036349,0
1459,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1205075649,0.113520496,0.1495539846,0.149382099,0.3450312088,0.1220046466,1
1460,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2114157468,0.1668569622,0.1460809576,0.2170141028,0.0742764213,0.1843558094,0
1461,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0887385774,0.1724407223,0.2423050004,0.07188758,0.3039680692,0.1206600508,0
1462,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1712917371,0.1666745431,0.1282140665,0.096583057,0.1555505476,0.2816860487,0
1463,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2136579268,0.1614340874,0.1621147884,0.0,0.2073703475,0.25542285,1
1464,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3808827781,0.0602865108,0.0386910907,0.0287073441,0.1409241665,0.3505081097,1
1465,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.032901588,0.140882077,0.3251952458,0.03504972,0.4216581944,0.0443131749,0
1466,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.2140043018,0.1691347815,0.1373553892,0.0356813832,0.1432087346,0.3006154096,1
1467,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.260231265,0.1503729774,0.0509267669,0.1301288013,0.1702375827,0.2381026067,0
1468,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0288339933,0.2308116302,0.2124414172,0.2565721189,0.1195750087,0.1517658317,0
1469,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.0400317698,0.1352956392,0.104724606,0.1335234694,0.5279216696,0.0585028461,0
1470,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.0598472869,0.1262209356,0.1987198662,0.0716039738,0.4436105069,0.0999974307,0
1471,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0469215402,0.2355667068,0.2697619296,0.0650031299,0.2925401837,0.0902065098,1
1472,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1301789085,0.2828350469,0.1942704398,0.0972479716,0.1248328902,0.170634743,0
1473,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.051083162,0.1317286006,0.1794349932,0.2895894689,0.2860960617,0.0620677136,0
1474,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0651215215,0.3045154633,0.2292075,0.09414915,0.1799657698,0.1270405956,1
1475,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2874947088,0.1069460727,0.0435349389,0.02004435,0.1827802592,0.3591996705,0
1476,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0420438451,0.1609846652,0.1350013439,0.0625524347,0.5353121879,0.064105523,1
1477,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.046124321,0.1501468326,0.2008036309,0.3731241431,0.1520917753,0.077709297,0
1478,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1251694106,0.1596199797,0.2332587341,0.0507063185,0.293972099,0.1372734583,0
1479,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1074507294,0.1917266074,0.1567329745,0.1489320049,0.1635503211,0.2316073626,0
1480,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0289193456,0.1032310938,0.1152827303,0.0916477237,0.5898262997,0.0710928069,0
1481,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1055752022,0.1140115619,0.1323157086,0.1824500673,0.2806388459,0.185008614,0
1482,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2098942414,0.2056975414,0.1879530894,0.0365853441,0.1928595983,0.1670101854,0
1483,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0468177265,0.1229088129,0.114112291,0.0890807008,0.5648900803,0.0621903885,0
1484,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0791209621,0.1170351747,0.1122175593,0.1069022336,0.5135729403,0.0711511301,1
1485,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0604359093,0.2175500088,0.547663739,0.0354266047,0.0716671605,0.0672565777,0
1486,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.157461839,0.0980796642,0.0841742582,0.0514431866,0.4705121883,0.1383288637,0
1487,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0521054782,0.2259821542,0.1834397145,0.0403774009,0.3852760289,0.1128192233,1
1488,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0456602308,0.1696240999,0.1599751444,0.2998792372,0.2374681562,0.0873931316,0
1489,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0259997089,0.293476983,0.3409176519,0.052198512,0.18693099,0.1004761542,1
1490,N,DISAGREEMENT,OBJECTIVE,92,NONIRONIC,0.0676983669,0.2479905908,0.3428438858,0.113572511,0.1172007861,0.1106938595,0
1491,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0333675434,0.2009831136,0.1455864877,0.3985557804,0.1088199028,0.112687172,0
1492,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0595743827,0.1113686687,0.2435571624,0.0475307182,0.4781090067,0.0598600613,0
1493,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1034310682,0.1737205365,0.1540542284,0.0699094084,0.3141867379,0.1846980207,1
1494,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0703270072,0.0780336639,0.1023321421,0.0661707111,0.6307597059,0.0523767698,0
1495,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1256425945,0.0801235568,0.0577426774,0.3956141656,0.1882185209,0.1526584847,0
1496,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0671591221,0.1116938786,0.1895534444,0.1944331835,0.3643803653,0.072780006,1
1497,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.0611128999,0.103581838,0.1322817565,0.243486948,0.3836226727,0.0759138849,0
1498,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3319699262,0.0941804794,0.1378009892,0.0695863841,0.1193717942,0.2470904268,1
1499,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0432731854,0.089686031,0.1594188357,0.1565916146,0.4911736899,0.0598566434,0
1500,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0950363136,0.2648462482,0.2316758342,0.0889255923,0.1931344941,0.1263815176,1
